,Unnamed: 0,ST_NAME,YEAR,AC,CANDIDATE,SEX,AGE,CATEGORY,PARTY,VOTES
0,116908,HARYANA,1967,1 KALKA,1 L. SINGH,M,,,IND,12787.0
1,116909,HARYANA,1967,1 KALKA,2 K. LAL,M,,,INC,12086.0
2,116910,HARYANA,1967,1 KALKA,3 J. SINGH,M,,,IND,8508.0
3,116911,HARYANA,1967,1 KALKA,4 P. KUMAR,M,,,BJS,5974.0
4,116912,HARYANA,1967,1 KALKA,5 S. SINGH,M,,,IND,122.0
5,116913,HARYANA,1967,2 NARAINGARH,1 L. SINGH,M,,,INC,16691.0
6,116914,HARYANA,1967,2 NARAINGARH,2 R. N. SARUP,M,,,BJS,8528.0
7,116915,HARYANA,1967,2 NARAINGARH,3 N. LAL,M,,,RPI,6816.0
8,116916,HARYANA,1967,2 NARAINGARH,3 N. LAL,M,,,RPI,6816.0
9,116917,HARYANA,1967,2 NARAINGARH,4 S. RAM,M,,,SWA,2291.0
10,116918,HARYANA,1967,2 NARAINGARH,5 G. SINGH,M,,,IND,1541.0
11,116919,HARYANA,1967,2 NARAINGARH,6 B. PARSHAD,M,,,IND,936.0
12,116920,HARYANA,1967,3 CHHACHROLI,1 R. PARKASH,M,,,INC,15525.0
13,116921,HARYANA,1967,3 CHHACHROLI,1 R. PARKASH,M,,,INC,15525.0
14,116922,HARYANA,1967,3 CHHACHROLI,2 P. CHAND,M,,,IND,14605.0
15,116923,HARYANA,1967,3 CHHACHROLI,3 S. RAM,M,,,CPI,3312.0
16,116924,HARYANA,1967,3 CHHACHROLI,4 KISHORE,M,,,BJS,3101.0
17,116925,HARYANA,1967,4 JAGADHRI,1 D. PRAKASH,M,,,BJS,14665.0
18,116926,HARYANA,1967,4 JAGADHRI,2 G. SINGH,M,,,INC,12856.0
19,116927,HARYANA,1967,4 JAGADHRI,3 R. A. SINGH,M,,,SWA,3742.0
20,116928,HARYANA,1967,4 JAGADHRI,4 T. DASS,M,,,IND,2740.0
21,116929,HARYANA,1967,4 JAGADHRI,5 M. RAM,M,,,IND,1169.0
22,116930,HARYANA,1967,4 JAGADHRI,6 S. CHAND,M,,,IND,338.0
23,116931,HARYANA,1967,4 JAGADHRI,7 R. DASS,M,,,IND,154.0
24,116932,HARYANA,1967,5 YAMUNANAGAR,1 B. DAYAL,M,,,INC,22043.0
25,116933,HARYANA,1967,5 YAMUNANAGAR,2 R. LAL,M,,,BJS,15419.0
26,116934,HARYANA,1967,5 YAMUNANAGAR,3 J. GOPAL,M,,,PSP,4121.0
27,116935,HARYANA,1967,5 YAMUNANAGAR,4 A. CHANDER,M,,,IND,456.0
28,116936,HARYANA,1967,6 MULANA,1 R. PRASAD,M,,,RPI,16694.0
29,116937,HARYANA,1967,6 MULANA,2 S. RAM,M,,,INC,12321.0
30,116938,HARYANA,1967,6 MULANA,3 D. PAUL,M,,,SWA,1721.0
31,116939,HARYANA,1967,6 MULANA,4 A. RAM,M,,,IND,1041.0
32,116940,HARYANA,1967,7 NAGGAL,1 LAKHWATI,F,,,INC,17494.0
33,116941,HARYANA,1967,7 NAGGAL,2 M. SINGH,M,,,IND,12430.0
34,116942,HARYANA,1967,7 NAGGAL,3 H. SINGH,M,,,IND,1196.0
35,116943,HARYANA,1967,7 NAGGAL,4 I. RAJ,M,,,SWA,1084.0
36,116944,HARYANA,1967,8 AMBALA CANTONMENT,1 D. R. ANAND,M,,,INC,11343.0
37,116945,HARYANA,1967,8 AMBALA CANTONMENT,2 P. NATH,M,,,BJS,10845.0
38,116946,HARYANA,1967,8 AMBALA CANTONMENT,3 R. NATH,M,,,IND,3331.0
39,116947,HARYANA,1967,8 AMBALA CANTONMENT,4 G. SINGH,M,,,IND,1003.0
40,116948,HARYANA,1967,8 AMBALA CANTONMENT,5 K. LALL,M,,,IND,711.0
41,116949,HARYANA,1967,9 AMBALA,1 F. CHAND,M,,,BJS,15887.0
42,116950,HARYANA,1967,9 AMBALA,2 A. G. KHAN,M,,,INC,8973.0
43,116951,HARYANA,1967,9 AMBALA,3 J. SINGH,M,,,IND,6149.0
44,116952,HARYANA,1967,9 AMBALA,4 J. SINGH,M,,,IND,452.0
45,116953,HARYANA,1967,10 SHAHABAD,1 J. CHANDER,M,,,INC,11074.0
46,116954,HARYANA,1967,10 SHAHABAD,2 K. CHAND,M,,,BJS,10778.0
47,116955,HARYANA,1967,10 SHAHABAD,3 S. SINGH,M,,,IND,8664.0
48,116956,HARYANA,1967,10 SHAHABAD,4 K. RAM,M,,,IND,896.0
49,116957,HARYANA,1967,10 SHAHABAD,5 S. LAL,M,,,IND,452.0
50,116958,HARYANA,1967,11 THANESAR,1 D. PRAKASH,M,,,INC,18659.0
51,116959,HARYANA,1967,11 THANESAR,2 B. SINGH,M,,,BJS,14822.0
52,116960,HARYANA,1967,11 THANESAR,3 K. RAM,M,,,IND,843.0
53,116961,HARYANA,1967,11 THANESAR,4 A. RAM,M,,,IND,793.0
54,116962,HARYANA,1967,11 THANESAR,5 S. SAWARUP,M,,,SSP,434.0
55,116963,HARYANA,1967,12 BABAIN,1 C. RAM,M,,,INC,21884.0
56,116964,HARYANA,1967,12 BABAIN,2 R. DIA,M,,,BJS,11724.0
57,116965,HARYANA,1967,12 BABAIN,3 J. R. SARUP,M,,,IND,2407.0
58,116966,HARYANA,1967,13 NILOKHERI,1 S. RAM,M,,,BJS,10605.0
59,116967,HARYANA,1967,13 NILOKHERI,2 C. SINGH,M,,,IND,9294.0
60,116968,HARYANA,1967,13 NILOKHERI,3 H. SINGH,M,,,INC,8030.0
61,116969,HARYANA,1967,13 NILOKHERI,4 S. RAM,M,,,RPI,2853.0
62,116970,HARYANA,1967,13 NILOKHERI,5 G. DUTT,M,,,IND,587.0
63,116971,HARYANA,1967,14 INDRI,1 P. DEVI,F,,,INC,17056.0
64,116972,HARYANA,1967,14 INDRI,2 T. RAM,M,,,BJS,5885.0
65,116973,HARYANA,1967,14 INDRI,3 G. RAM,M,,,IND,4969.0
66,116974,HARYANA,1967,14 INDRI,4 R. KISHAN,M,,,IND,3325.0
67,116975,HARYANA,1967,14 INDRI,5 B. SINGH,M,,,CPM,3286.0
68,116976,HARYANA,1967,14 INDRI,6 P. SINGH,M,,,RPI,1705.0
69,116977,HARYANA,1967,14 INDRI,7 K. RAM,M,,,IND,125.0
70,116978,HARYANA,1967,15 KARNAL,1 R. LAL,M,,,BJS,11702.0
71,116979,HARYANA,1967,15 KARNAL,2 L. RAM,M,,,INC,9215.0
72,116980,HARYANA,1967,15 KARNAL,3 R. PIARA,M,,,IND,9080.0
73,116981,HARYANA,1967,15 KARNAL,4 S. PRASAD,M,,,IND,5176.0
74,116982,HARYANA,1967,15 KARNAL,5 P. LAL,M,,,IND,1924.0
75,116983,HARYANA,1967,15 KARNAL,6 S. SUNDER,M,,,IND,196.0
76,116984,HARYANA,1967,16 JUNDLA,1 R. KISHAN,M,,,INC,10843.0
77,116985,HARYANA,1967,16 JUNDLA,2 B. RAM,M,,,RPI,10696.0
78,116986,HARYANA,1967,16 JUNDLA,3 P. SINGH,M,,,IND,4510.0
79,116987,HARYANA,1967,16 JUNDLA,4 J. RAM,M,,,IND,2844.0
80,116988,HARYANA,1967,16 JUNDLA,5 MUNSHI,M,,,IND,1151.0
81,116989,HARYANA,1967,16 JUNDLA,6 P. RAM,M,,,IND,955.0
82,116990,HARYANA,1967,16 JUNDLA,7 S. RAM,M,,,IND,256.0
83,116991,HARYANA,1967,17 GHARAUNDA,1 M. CHAND,M,,,INC,13906.0
84,116992,HARYANA,1967,17 GHARAUNDA,2 R. SINGH,M,,,BJS,12736.0
85,116993,HARYANA,1967,17 GHARAUNDA,3 R. RAM,M,,,IND,10053.0
86,116994,HARYANA,1967,17 GHARAUNDA,4 S. SINGH,M,,,CPM,3879.0
87,116995,HARYANA,1967,18 SAMBHALKA,1 RANDHIR,M,,,BJS,12215.0
88,116996,HARYANA,1967,18 SAMBHALKA,2 K. SINGH,M,,,INC,12101.0
89,116997,HARYANA,1967,18 SAMBHALKA,3 S. SUNDER,M,,,IND,9327.0
90,116998,HARYANA,1967,18 SAMBHALKA,4 D. RAM,M,,,RPI,5108.0
91,116999,HARYANA,1967,18 SAMBHALKA,5 T. CHAND,M,,,IND,995.0
92,117000,HARYANA,1967,19 PANIPAT,1 F. CHAND,M,,,BJS,20459.0
93,117001,HARYANA,1967,19 PANIPAT,2 H. RAI,M,,,INC,18134.0
94,117002,HARYANA,1967,19 PANIPAT,3 R. SINGH,M,,,CPI,1864.0
95,117003,HARYANA,1967,19 PANIPAT,4 P. LAL,M,,,IND,702.0
96,117004,HARYANA,1967,20 NAULTHA,1 M. SINGH,M,,,INC,12943.0
97,117005,HARYANA,1967,20 NAULTHA,2 D. SINGH,M,,,IND,9504.0
98,117006,HARYANA,1967,20 NAULTHA,3 S. SINGH,M,,,IND,3461.0
99,117007,HARYANA,1967,20 NAULTHA,4 M. SINGH,M,,,IND,2915.0
100,117008,HARYANA,1967,20 NAULTHA,5 B. DASS,M,,,IND,2272.0
101,117009,HARYANA,1967,20 NAULTHA,6 N. SINGH,M,,,IND,1932.0
102,117010,HARYANA,1967,20 NAULTHA,7 B. RAM,M,,,RPI,1391.0
103,117011,HARYANA,1967,20 NAULTHA,8 D. CHAND,M,,,IND,898.0
104,117012,HARYANA,1967,20 NAULTHA,9 R. SHARMA,M,,,IND,303.0
105,117013,HARYANA,1967,21 RAJAUND,1 R. SINGH,M,,,INC,16992.0
106,117014,HARYANA,1967,21 RAJAUND,2 B. SINGH,M,,,SWA,10932.0
107,117015,HARYANA,1967,21 RAJAUND,3 B. LAL,M,,,IND,7832.0
108,117016,HARYANA,1967,21 RAJAUND,4 M. SINGH,M,,,CPI,2338.0
109,117017,HARYANA,1967,21 RAJAUND,5 M. LAL,M,,,IND,1444.0
110,117018,HARYANA,1967,21 RAJAUND,6 SURTA,M,,,IND,793.0
111,117019,HARYANA,1967,21 RAJAUND,7 SADHU,M,,,IND,312.0
112,117020,HARYANA,1967,22 PUNDRI,1 R. P. SINGH,M,,,INC,20143.0
113,117021,HARYANA,1967,22 PUNDRI,2 I. SINGH,M,,,IND,13670.0
114,117022,HARYANA,1967,22 PUNDRI,3 C. BHUJ,M,,,IND,5322.0
115,117023,HARYANA,1967,22 PUNDRI,4 K. RAM,M,,,IND,1939.0
116,117024,HARYANA,1967,23 SHERHADA,1 P. A. J. SINGH,M,,,IND,12080.0
117,117025,HARYANA,1967,23 SHERHADA,2 S. SINGH,M,,,INC,11641.0
118,117026,HARYANA,1967,23 SHERHADA,3 RANGI,M,,,IND,6264.0
119,117027,HARYANA,1967,23 SHERHADA,4 D. SINGH,M,,,SWA,6026.0
120,117028,HARYANA,1967,23 SHERHADA,5 M. SINGH,M,,,IND,3452.0
121,117029,HARYANA,1967,23 SHERHADA,6 I. CHANDER,M,,,IND,986.0
122,117030,HARYANA,1967,24 KAITHAL,1 O. PRABHA,F,,,INC,21933.0
123,117031,HARYANA,1967,24 KAITHAL,2 A. CHAND,M,,,SWA,20015.0
124,117032,HARYANA,1967,24 KAITHAL,3 T. CHAND,M,,,IND,590.0
125,117033,HARYANA,1967,25 PEHOWA,1 C. LAL,M,,,SWA,13010.0
126,117034,HARYANA,1967,25 PEHOWA,2 M. SINGH,M,,,INC,11117.0
127,117035,HARYANA,1967,25 PEHOWA,3 A. NATH,M,,,IND,7391.0
128,117036,HARYANA,1967,25 PEHOWA,4 T. SINGH,M,,,CPI,5160.0
129,117037,HARYANA,1967,25 PEHOWA,5 A. SINGH,M,,,IND,637.0
130,117038,HARYANA,1967,25 PEHOWA,6 T. DASS,M,,,IND,429.0
131,117039,HARYANA,1967,26 KALAYAT,1 MARU,M,,,SWA,15910.0
132,117040,HARYANA,1967,26 KALAYAT,2 B. RAM,M,,,INC,15552.0
133,117041,HARYANA,1967,26 KALAYAT,3 M. SINGH,M,,,CPI,3742.0
134,117042,HARYANA,1967,26 KALAYAT,4 R. RAM,M,,,IND,982.0
135,117043,HARYANA,1967,26 KALAYAT,5 SURJU,M,,,IND,430.0
136,117044,HARYANA,1967,26 KALAYAT,6 B. RAM,M,,,IND,405.0
137,117045,HARYANA,1967,26 KALAYAT,7 M. RAM,M,,,IND,386.0
138,117046,HARYANA,1967,26 KALAYAT,8 JATI,M,,,IND,243.0
139,117047,HARYANA,1967,26 KALAYAT,9 S. SINGH,M,,,IND,112.0
140,117048,HARYANA,1967,27 NARWANA,1 S. SINGH,M,,,RPI,21130.0
141,117049,HARYANA,1967,27 NARWANA,2 K. RAM,M,,,INC,19611.0
142,117050,HARYANA,1967,27 NARWANA,3 N. MAL,M,,,IND,1797.0
143,117051,HARYANA,1967,28 JIND,1 D. KISHAN,M,,,INC,26089.0
144,117052,HARYANA,1967,28 JIND,2 I. SINGH,M,,,IND,15548.0
145,117053,HARYANA,1967,28 JIND,3 TELU,M,,,IND,1322.0
146,117054,HARYANA,1967,28 JIND,4 B. RAM,M,,,IND,700.0
147,117055,HARYANA,1967,28 JIND,5 SARUPA,M,,,IND,362.0
148,117056,HARYANA,1967,29 JULANA,1 D. SINGH,M,,,INC,21534.0
149,117057,HARYANA,1967,29 JULANA,2 G. RAM,M,,,BJS,12211.0
150,117058,HARYANA,1967,29 JULANA,3 C. DUTT,M,,,IND,3685.0
151,117059,HARYANA,1967,29 JULANA,4 M. RAM,M,,,IND,861.0
152,117060,HARYANA,1967,30 SAFIDON,1 S. KRISHAN,M,,,INC,17692.0
153,117061,HARYANA,1967,30 SAFIDON,2 S. NARAIN,M,,,IND,11721.0
154,117062,HARYANA,1967,30 SAFIDON,3 S. BHAN,M,,,BJS,1998.0
155,117063,HARYANA,1967,30 SAFIDON,4 H. CHAND,M,,,IND,1917.0
156,117064,HARYANA,1967,30 SAFIDON,5 M. RAM,M,,,IND,1840.0
157,117065,HARYANA,1967,30 SAFIDON,6 S. SINGH,M,,,IND,718.0
158,117066,HARYANA,1967,30 SAFIDON,7 M. SINGH,M,,,CPM,464.0
159,117067,HARYANA,1967,31 MEHAM,1 M. SINGH,M,,,IND,18875.0
160,117068,HARYANA,1967,31 MEHAM,2 B. PRASAD,M,,,INC,13361.0
161,117069,HARYANA,1967,31 MEHAM,3 I. SINGH,M,,,BJS,2764.0
162,117070,HARYANA,1967,31 MEHAM,4 R. SHARMA,M,,,IND,2315.0
163,117071,HARYANA,1967,31 MEHAM,5 M. KRISHAN,M,,,SSP,918.0
164,117072,HARYANA,1967,31 MEHAM,6 HARDEVA,M,,,RPI,347.0
165,117073,HARYANA,1967,32 BARODA,1 R. DHARI,M,,,INC,13164.0
166,117074,HARYANA,1967,32 BARODA,2 D. SINGH,M,,,BJS,11637.0
167,117075,HARYANA,1967,32 BARODA,3 G. CHAND,M,,,IND,2168.0
168,117076,HARYANA,1967,32 BARODA,4 R. SINGH,M,,,IND,1896.0
169,117077,HARYANA,1967,32 BARODA,5 HARSHAN,M,,,RPI,1700.0
170,117078,HARYANA,1967,32 BARODA,6 S. BHAN,M,,,SSP,1637.0
171,117079,HARYANA,1967,32 BARODA,7 S. CHAND,M,,,IND,1584.0
172,117080,HARYANA,1967,32 BARODA,8 H. SINGH,M,,,IND,1010.0
173,117081,HARYANA,1967,32 BARODA,8 H. SINGH,M,,,IND,1010.0
174,117082,HARYANA,1967,32 BARODA,9 J. RAM,M,,,IND,779.0
175,117083,HARYANA,1967,32 BARODA,10 S. SINGH,M,,,IND,632.0
176,117084,HARYANA,1967,32 BARODA,11 L. SINGH,M,,,IND,115.0
177,117085,HARYANA,1967,33 GOHANA,1 R. DHARI,M,,,INC,19898.0
178,117086,HARYANA,1967,33 GOHANA,2 H. KISHAN,M,,,IND,11901.0
179,117087,HARYANA,1967,33 GOHANA,3 F. SINGH,M,,,BJS,5883.0
180,117088,HARYANA,1967,33 GOHANA,4 PARTAP,M,,,IND,370.0
181,117089,HARYANA,1967,33 GOHANA,5 R. DHAN,M,,,IND,317.0
182,117090,HARYANA,1967,33 GOHANA,6 R. PAL,M,,,IND,210.0
183,117091,HARYANA,1967,33 GOHANA,7 R. CHAND,M,,,IND,109.0
184,117092,HARYANA,1967,33 GOHANA,8 C. RAM,M,,,IND,97.0
185,117093,HARYANA,1967,34 KAILANA,1 R. SINGH,M,,,INC,18847.0
186,117094,HARYANA,1967,34 KAILANA,2 C. LAL,M,,,IND,17436.0
187,117095,HARYANA,1967,34 KAILANA,3 D. SINGH,M,,,IND,1126.0
188,117096,HARYANA,1967,34 KAILANA,4 C. SINGH,M,,,CPI,807.0
189,117097,HARYANA,1967,34 KAILANA,5 S. CHAND,M,,,IND,463.0
190,117098,HARYANA,1967,34 KAILANA,6 HUKAMI,M,,,IND,119.0
191,117099,HARYANA,1967,35 SONIPAT,1 M. LAL,M,,,INC,17930.0
192,117100,HARYANA,1967,35 SONIPAT,2 M. SINGH,M,,,BJS,17035.0
193,117101,HARYANA,1967,35 SONIPAT,3 C. MAL,M,,,CPM,3057.0
194,117102,HARYANA,1967,35 SONIPAT,4 M. LAL,M,,,RPI,1191.0
195,117103,HARYANA,1967,36 RAI,1 R. RAM,M,,,INC,20115.0
196,117104,HARYANA,1967,36 RAI,2 BANWARI,M,,,IND,16206.0
197,117105,HARYANA,1967,36 RAI,3 JAGDISH,M,,,IND,785.0
198,117106,HARYANA,1967,36 RAI,4 K. RAM,M,,,IND,462.0
199,117107,HARYANA,1967,37 ROHAT,1 B. SINGH,M,,,IND,13001.0
200,117108,HARYANA,1967,37 ROHAT,2 S. RAM,M,,,INC,11220.0
201,117109,HARYANA,1967,37 ROHAT,3 K. RAM,M,,,IND,3896.0
202,117110,HARYANA,1967,37 ROHAT,4 R. S. C. RAM,M,,,IND,703.0
203,117111,HARYANA,1967,37 ROHAT,5 R. S. S. RAM,M,,,BJS,618.0
204,117112,HARYANA,1967,37 ROHAT,6 S. CHAND,M,,,CPI,299.0
205,117113,HARYANA,1967,37 ROHAT,7 DHARMA,M,,,IND,296.0
206,117114,HARYANA,1967,37 ROHAT,8 LAKHMI,M,,,IND,272.0
207,117115,HARYANA,1967,37 ROHAT,9 C. WATI,F,,,IND,253.0
208,117116,HARYANA,1967,37 ROHAT,10 B. SINGH,M,,,SSP,185.0
209,117117,HARYANA,1967,37 ROHAT,11 H. CHAND,M,,,CPM,178.0
210,117118,HARYANA,1967,37 ROHAT,12 B. SINGH,M,,,IND,148.0
211,117119,HARYANA,1967,38 HASSANGARH,1 S. CHAND,M,,,INC,11167.0
212,117120,HARYANA,1967,38 HASSANGARH,2 H. SINGH,M,,,IND,9058.0
213,117121,HARYANA,1967,38 HASSANGARH,3 J. SINGH,M,,,IND,8041.0
214,117122,HARYANA,1967,38 HASSANGARH,4 B. SINGH,M,,,SSP,5123.0
215,117123,HARYANA,1967,38 HASSANGARH,5 D. SINGH,M,,,CPI,1547.0
216,117124,HARYANA,1967,38 HASSANGARH,6 M. RAM,M,,,IND,627.0
217,117125,HARYANA,1967,39 KILOI,1 S. NATH,M,,,IND,21079.0
218,117126,HARYANA,1967,39 KILOI,2 R. SINGH,M,,,INC,12406.0
219,117127,HARYANA,1967,39 KILOI,3 R. BHAJ,M,,,BJS,4771.0
220,117128,HARYANA,1967,39 KILOI,4 M. RAM,M,,,RPI,633.0
221,117129,HARYANA,1967,39 KILOI,5 MUNSHI,M,,,IND,219.0
222,117130,HARYANA,1967,39 KILOI,6 G. DATT,M,,,IND,87.0
223,117131,HARYANA,1967,40 ROHTAK,1 M. SEIN,M,,,BJS,23672.0
224,117132,HARYANA,1967,40 ROHTAK,2 T. CHAND,M,,,INC,18558.0
225,117133,HARYANA,1967,40 ROHTAK,3 B. RAM,M,,,IND,232.0
226,117134,HARYANA,1967,40 ROHTAK,4 J. PARSHAD,M,,,SSP,126.0
227,117135,HARYANA,1967,40 ROHTAK,5 K. SINGH,M,,,IND,78.0
228,117136,HARYANA,1967,40 ROHTAK,6 R. JIA,M,,,IND,69.0
229,117137,HARYANA,1967,41 KALANAUR,1 N. SINGH,M,,,BJS,18103.0
230,117138,HARYANA,1967,41 KALANAUR,2 S. SINGH,M,,,INC,9972.0
231,117139,HARYANA,1967,41 KALANAUR,3 K. DEVI,F,,,SSP,6379.0
232,117140,HARYANA,1967,41 KALANAUR,4 R. SARUP,M,,,RPI,902.0
233,117141,HARYANA,1967,42 BERI,1 P. S. DAULATA,M,,,INC,22577.0
234,117142,HARYANA,1967,42 BERI,2 N. KUMAR,M,,,IND,8624.0
235,117143,HARYANA,1967,42 BERI,3 U. SINGH,M,,,IND,7369.0
236,117144,HARYANA,1967,42 BERI,4 H. SINGH,M,,,IND,2248.0
237,117145,HARYANA,1967,42 BERI,5 K. SINGH,M,,,IND,1379.0
238,117146,HARYANA,1967,42 BERI,6 C. BHAN,M,,,IND,807.0
239,117147,HARYANA,1967,43 SALHAWAS,1 P. CHAND,M,,,INC,14219.0
240,117148,HARYANA,1967,43 SALHAWAS,2 A. SINGH,M,,,IND,13278.0
241,117149,HARYANA,1967,43 SALHAWAS,3 R. SINGH,M,,,IND,5163.0
242,117150,HARYANA,1967,43 SALHAWAS,4 S.SINGH,M,,,IND,1847.0
243,117151,HARYANA,1967,43 SALHAWAS,5 SUMERA,M,,,RPI,796.0
244,117152,HARYANA,1967,43 SALHAWAS,6 D..SINGH,M,,,BJS,678.0
245,117153,HARYANA,1967,43 SALHAWAS,7 C. BHAN,M,,,IND,621.0
246,117154,HARYANA,1967,43 SALHAWAS,8 J. RAM,M,,,IND,497.0
247,117155,HARYANA,1967,43 SALHAWAS,9 R. KANWAR,M,,,IND,479.0
248,117156,HARYANA,1967,43 SALHAWAS,10 M. LAL,M,,,IND,243.0
249,117157,HARYANA,1967,44 JHAJJAR,1 M. SINGH,M,,,IND,15024.0
250,117158,HARYANA,1967,44 JHAJJAR,2 C. SINGH,M,,,IND,11279.0
251,117159,HARYANA,1967,44 JHAJJAR,3 S. SINGH,M,,,INC,10902.0
252,117160,HARYANA,1967,44 JHAJJAR,4 S. SINGH,M,,,IND,9367.0
253,117161,HARYANA,1967,44 JHAJJAR,5 RAMESHWAR,M,,,IND,312.0
254,117162,HARYANA,1967,44 JHAJJAR,6 R. PARSHAD,M,,,IND,290.0
255,117163,HARYANA,1967,44 JHAJJAR,7 JHABAR,M,,,IND,280.0
256,117164,HARYANA,1967,45 BAHADURGARH,1 H. LAL,M,,,INC,24737.0
257,117165,HARYANA,1967,45 BAHADURGARH,2 H. SINGH,M,,,IND,11726.0
258,117166,HARYANA,1967,45 BAHADURGARH,3 J. NARAIN,M,,,BJS,4810.0
259,117167,HARYANA,1967,45 BAHADURGARH,4 SULTAN,M,,,SSP,1179.0
260,117168,HARYANA,1967,45 BAHADURGARH,5 S. SINGH,M,,,IND,724.0
261,117169,HARYANA,1967,45 BAHADURGARH,6 PIRTHI,M,,,IND,315.0
262,117170,HARYANA,1967,46 FARIDABAD,1 K. D. KAPIL,M,,,INC,13037.0
263,117171,HARYANA,1967,46 FARIDABAD,2 K. KUMAR,M,,,IND,7206.0
264,117172,HARYANA,1967,46 FARIDABAD,3 K. GULATI,M,,,IND,6591.0
265,117173,HARYANA,1967,46 FARIDABAD,4 S. LOOMBA,M,,,CPI,3944.0
266,117174,HARYANA,1967,46 FARIDABAD,5 T. SINGH,M,,,RPI,3284.0
267,117175,HARYANA,1967,46 FARIDABAD,6 D. D. VERMA,M,,,BJS,2856.0
268,117176,HARYANA,1967,46 FARIDABAD,7 A. NATH,M,,,IND,1650.0
269,117177,HARYANA,1967,46 FARIDABAD,8 K. L. SHARMA,M,,,IND,1298.0
270,117178,HARYANA,1967,46 FARIDABAD,9 S. LAL,M,,,IND,518.0
271,117179,HARYANA,1967,46 FARIDABAD,10 R. LAL,M,,,IND,444.0
272,117180,HARYANA,1967,47 BALLABHGARH,1 T. RAM,M,,,INC,15308.0
273,117181,HARYANA,1967,47 BALLABHGARH,2 S. SINGH,M,,,IND,12906.0
274,117182,HARYANA,1967,47 BALLABHGARH,3 R. SINGH,M,,,BJS,7343.0
275,117183,HARYANA,1967,47 BALLABHGARH,4 B. BHAN,M,,,IND,5873.0
276,117184,HARYANA,1967,48 PALWAL,1 DHAN SINGH,M,,,IND,11374.0
277,117185,HARYANA,1967,48 PALWAL,2 M. CHAND,M,,,BJS,11012.0
278,117186,HARYANA,1967,48 PALWAL,3 R. MEHTA,M,,,INC,10843.0
279,117187,HARYANA,1967,48 PALWAL,4 D. PARKASH,M,,,IND,5825.0
280,117188,HARYANA,1967,48 PALWAL,5 B. RAM,M,,,IND,3411.0
281,117189,HARYANA,1967,49 HASANPUR,1 G. LAL,M,,,IND,10458.0
282,117190,HARYANA,1967,49 HASANPUR,2 M. SINGH,M,,,INC,10098.0
283,117191,HARYANA,1967,49 HASANPUR,3 M. SINGH,M,,,BJS,6574.0
284,117192,HARYANA,1967,49 HASANPUR,4 CHIRANJILAL,M,,,IND,4713.0
285,117193,HARYANA,1967,49 HASANPUR,5 GHASI,M,,,RPI,2331.0
286,117194,HARYANA,1967,49 HASANPUR,6 PURANLAL,M,,,IND,1328.0
287,117195,HARYANA,1967,49 HASANPUR,7 HARKISHAN,M,,,IND,1097.0
288,117196,HARYANA,1967,49 HASANPUR,8 K. SINGH,M,,,IND,342.0
289,117197,HARYANA,1967,50 FEROZEPUR JHIRKA,1 D. MOHAMMAD,M,,,SWA,19040.0
290,117198,HARYANA,1967,50 FEROZEPUR JHIRKA,2 T. HUISAIN,M,,,INC,17160.0
291,117199,HARYANA,1967,51 NUH,1 R. KHAN,M,,,IND,15212.0
292,117200,HARYANA,1967,51 NUH,2 K. AHMED,M,,,INC,14171.0
293,117201,HARYANA,1967,51 NUH,3 K. SINGH,M,,,BJS,7274.0
294,117202,HARYANA,1967,52 HATHIN,1 D. SINGH,M,,,INC,17921.0
295,117203,HARYANA,1967,52 HATHIN,2 R. SINGH,M,,,IND,9190.0
296,117204,HARYANA,1967,52 HATHIN,3 W. MOHAMMAD,M,,,IND,8001.0
297,117205,HARYANA,1967,52 HATHIN,4 O. SINGH,M,,,SWA,599.0
298,117206,HARYANA,1967,53 SOHNA,1 M. SINGH,M,,,IND,15733.0
299,117207,HARYANA,1967,53 SOHNA,2 B. DAYAL,M,,,INC,13051.0
300,117208,HARYANA,1967,53 SOHNA,3 R. LALL,M,,,IND,5559.0
301,117209,HARYANA,1967,53 SOHNA,4 B. D. HANS,M,,,BJS,2683.0
302,117210,HARYANA,1967,53 SOHNA,5 R.CHAND,M,,,IND,1752.0
303,117211,HARYANA,1967,53 SOHNA,6 A. SINGH,M,,,IND,277.0
304,117212,HARYANA,1967,54 GURGAON,1 P. S. THAPRAN,M,,,BJS,20792.0
305,117213,HARYANA,1967,54 GURGAON,2 K. L. PASWAL,M,,,INC,16567.0
306,117214,HARYANA,1967,54 GURGAON,3 R. SARUP,M,,,RPI,1001.0
307,117215,HARYANA,1967,54 GURGAON,4 S. RAM,M,,,IND,548.0
308,117216,HARYANA,1967,54 GURGAON,5 B. AGGARWAL,M,,,IND,454.0
309,117217,HARYANA,1967,55 PATAUDI,1 B. SINGH,M,,,INC,22517.0
310,117218,HARYANA,1967,55 PATAUDI,2 S. RAM,M,,,IND,21531.0
311,117219,HARYANA,1967,55 PATAUDI,3 P. MAL,M,,,RPI,764.0
312,117220,HARYANA,1967,56 REWARI,1 S. DEVI,F,,,INC,18474.0
313,117221,HARYANA,1967,56 REWARI,2 A. SINGH,M,,,BJS,13108.0
314,117222,HARYANA,1967,56 REWARI,3 B. DASS,M,,,CPI,1009.0
315,117223,HARYANA,1967,56 REWARI,4 V. PARKASH,M,,,IND,399.0
316,117224,HARYANA,1967,57 BAWAL,1 K. LAL,M,,,IND,8227.0
