,Unnamed: 0,ST_NAME,YEAR,AC,CANDIDATE,SEX,AGE,CATEGORY,PARTY,VOTES
3892,121832,HARYANA,1991,30 ROHTAK,25 RAJ KUMAR,M,,,IND,34.0
3893,121833,HARYANA,1991,30 ROHTAK,26 NAVEEN KUMAR JAIN,M,,,IND,33.0
3894,121834,HARYANA,1991,30 ROHTAK,27 KRISHAN SINGH,M,,,IND,31.0
3895,121835,HARYANA,1991,30 ROHTAK,28 HAWA SINGH,M,,,IND,28.0
3896,121836,HARYANA,1991,30 ROHTAK,29 PARTAP SINGH S/O HARSARUP SINGH,M,,,IND,27.0
3897,121837,HARYANA,1991,30 ROHTAK,30 BAHADUR CHAND,M,,,IND,25.0
3898,121838,HARYANA,1991,30 ROHTAK,30 RAGHBIR SINGH S/O RAM SINGH,M,,,IND,25.0
3899,121839,HARYANA,1991,30 ROHTAK,32 GULSHAN,M,,,IND,24.0
3900,121840,HARYANA,1991,30 ROHTAK,32 GULSHAN,M,,,IND,24.0
3901,121841,HARYANA,1991,30 ROHTAK,33 HARISH KUMAR,M,,,IND,20.0
3902,121842,HARYANA,1991,30 ROHTAK,34 BALBIR SINGH,M,,,IND,19.0
3903,121843,HARYANA,1991,30 ROHTAK,34 RAGHBIR SINGH S/O UDMI RAM,M,,,IND,19.0
3904,121844,HARYANA,1991,30 ROHTAK,36 SURAJ KUMAR,M,,,IND,18.0
3905,121845,HARYANA,1991,30 ROHTAK,37 RAVI,M,,,IND,17.0
3906,121846,HARYANA,1991,30 ROHTAK,37 KRISHAN LAL PARDESI,M,,,IND,17.0
3907,121847,HARYANA,1991,30 ROHTAK,39 NARESH KUMAR,M,,,IND,14.0
3908,121848,HARYANA,1991,31 MEHAM,1 ANAND SINGH,M,,,INC,43608.0
3909,121849,HARYANA,1991,31 MEHAM,2 SUBE SINGH,M,,,JP,17259.0
3910,121850,HARYANA,1991,31 MEHAM,3 RAM CHANDER,M,,,HVP,4842.0
3911,121851,HARYANA,1991,31 MEHAM,4 JAIPAL,M,,,IND,1110.0
3912,121852,HARYANA,1991,31 MEHAM,5 BALBIR SINGH,M,,,IND,743.0
3913,121853,HARYANA,1991,31 MEHAM,6 DHARAMPAL,M,,,IND,177.0
3914,121854,HARYANA,1991,31 MEHAM,7 JAGJIT,M,,,IND,158.0
3915,121855,HARYANA,1991,31 MEHAM,8 ZILE SINGH,M,,,DDP,136.0
3916,121856,HARYANA,1991,31 MEHAM,9 KRISHAN CHANDER,M,,,IND,113.0
3917,121857,HARYANA,1991,31 MEHAM,10 SUNIL,M,,,IND,59.0
3918,121858,HARYANA,1991,31 MEHAM,11 RAJ,M,,,IND,58.0
3919,121859,HARYANA,1991,31 MEHAM,12 WAZIR,M,,,IND,45.0
3920,121860,HARYANA,1991,31 MEHAM,13 BALBIR,M,,,IND,37.0
3921,121861,HARYANA,1991,31 MEHAM,14 JANGLI,M,,,IND,33.0
3922,121862,HARYANA,1991,31 MEHAM,15 MEHAR SINGH,M,,,IND,29.0
3923,121863,HARYANA,1991,32 KALANAUR,1 KARTAR DEVI,F,,,INC,26194.0
3924,121864,HARYANA,1991,32 KALANAUR,2 HARDUL,M,,,JP,15859.0
3925,121865,HARYANA,1991,32 KALANAUR,3 SURAT SINGH,M,,,HVP,7863.0
3926,121866,HARYANA,1991,32 KALANAUR,4 JAI NARAYAN,M,,,BJP,2516.0
3927,121867,HARYANA,1991,32 KALANAUR,5 LABH SINGH,M,,,IND,320.0
3928,121868,HARYANA,1991,32 KALANAUR,6 INDER JEET,M,,,IND,109.0
3929,121869,HARYANA,1991,32 KALANAUR,7 RAM SINGH,M,,,IND,82.0
3930,121870,HARYANA,1991,32 KALANAUR,8 KARN SINGH,M,,,IND,51.0
3931,121871,HARYANA,1991,32 KALANAUR,9 RAJ KUMAR,M,,,IND,37.0
3932,121872,HARYANA,1991,32 KALANAUR,10 PITTAN LAL,M,,,IND,31.0
3933,121873,HARYANA,1991,33 BERI,1 OM PARKASH,M,,,INC,25077.0
3934,121874,HARYANA,1991,33 BERI,2 VIRENDER PAL,M,,,JP,19521.0
3935,121875,HARYANA,1991,33 BERI,3 RAGHUBIR SINGH,M,,,JD,12032.0
3936,121876,HARYANA,1991,33 BERI,4 ANAND PARKASH,M,,,IND,744.0
3937,121877,HARYANA,1991,33 BERI,5 BALJIT,M,,,BJP,354.0
3938,121878,HARYANA,1991,33 BERI,6 RAJVIR,M,,,IND,273.0
3939,121879,HARYANA,1991,33 BERI,7 KRISHAN,M,,,RKD,133.0
3940,121880,HARYANA,1991,33 BERI,8 KARMVIR,M,,,IND,97.0
3941,121881,HARYANA,1991,33 BERI,9 RAM NIWAS,M,,,IND,86.0
3942,121882,HARYANA,1991,33 BERI,10 PHOOL SINGH,M,,,IND,62.0
3943,121883,HARYANA,1991,33 BERI,11 PRAHLAD,M,,,IND,44.0
3944,121884,HARYANA,1991,33 BERI,12 DAYARAM,M,,,IND,38.0
3945,121885,HARYANA,1991,33 BERI,12 DAYARAM,M,,,IND,38.0
3946,121886,HARYANA,1991,33 BERI,13 SUKH MOHENDER,M,,,IND,28.0
3947,121887,HARYANA,1991,34 SALHAWAS,1 ZILE SINGH,M,,,JP,18448.0
3948,121888,HARYANA,1991,34 SALHAWAS,2 NARVIR SINGH,M,,,INC,17807.0
3949,121889,HARYANA,1991,34 SALHAWAS,3 BABRU BAHAN,M,,,HVP,6470.0
3950,121890,HARYANA,1991,34 SALHAWAS,4 HUKAM SINGH,M,,,IND,5945.0
3951,121891,HARYANA,1991,34 SALHAWAS,5 AMAR SINGH,M,,,IND,5055.0
3952,121892,HARYANA,1991,34 SALHAWAS,6 VEER KUMAR,M,,,BJP,2139.0
3953,121893,HARYANA,1991,34 SALHAWAS,7 JAI SINGH,M,,,IND,690.0
3954,121894,HARYANA,1991,34 SALHAWAS,8 RAM KUMAR,M,,,IND,474.0
3955,121895,HARYANA,1991,34 SALHAWAS,9 BIRBAL,M,,,IND,421.0
3956,121896,HARYANA,1991,34 SALHAWAS,10 RAMEHAR,M,,,IND,398.0
3957,121897,HARYANA,1991,34 SALHAWAS,11 LAL SINGH,M,,,IND,344.0
3958,121898,HARYANA,1991,34 SALHAWAS,12 SHASHI,F,,,IND,317.0
3959,121899,HARYANA,1991,34 SALHAWAS,13 SATPAL,M,,,IND,293.0
3960,121900,HARYANA,1991,34 SALHAWAS,14 SUMER SINGH,M,,,RPK,167.0
3961,121901,HARYANA,1991,34 SALHAWAS,15 RAM KISHAN,M,,,IND,159.0
3962,121902,HARYANA,1991,34 SALHAWAS,16 HARI RAM,M,,,IND,113.0
3963,121903,HARYANA,1991,34 SALHAWAS,17 DAYANAND,M,,,IND,103.0
3964,121904,HARYANA,1991,34 SALHAWAS,17 SATISH KUMAR,M,,,IND,103.0
3965,121905,HARYANA,1991,34 SALHAWAS,19 RAJ SINGH,M,,,IND,67.0
3966,121906,HARYANA,1991,34 SALHAWAS,20 SAJJAN SINGH,M,,,IND,51.0
3967,121907,HARYANA,1991,34 SALHAWAS,21 BALWAN,M,,,IND,48.0
3968,121908,HARYANA,1991,34 SALHAWAS,22 LAL SINGH YADAV,M,,,IND,38.0
3969,121909,HARYANA,1991,34 SALHAWAS,23 KRISHAN KUMAR,M,,,IND,33.0
3970,121910,HARYANA,1991,34 SALHAWAS,23 KRISHAN KUMAR,M,,,IND,33.0
3971,121911,HARYANA,1991,34 SALHAWAS,24 BHAGAT SINGH,M,,,IND,18.0
3972,121912,HARYANA,1991,34 SALHAWAS,25 N. S. YADAV,M,,,IND,17.0
3973,121913,HARYANA,1991,35 JHAJJAR,1 DARYAO SINGH,M,,,JP,22305.0
3974,121914,HARYANA,1991,35 JHAJJAR,2 BANARASI DASS,M,,,INC,20335.0
3975,121915,HARYANA,1991,35 JHAJJAR,3 PIARE LAL,M,,,JD,11734.0
3976,121916,HARYANA,1991,35 JHAJJAR,4 KAILASH CHANDER,M,,,IND,1858.0
3977,121917,HARYANA,1991,35 JHAJJAR,5 OM PARKASH S/O BADLU RAM,M,,,BJP,1136.0
3978,121918,HARYANA,1991,35 JHAJJAR,6 PARBHU DAYAL,M,,,IND,596.0
3979,121919,HARYANA,1991,35 JHAJJAR,7 BALE RAM,M,,,IND,263.0
3980,121920,HARYANA,1991,35 JHAJJAR,8 MADAN,M,,,IND,223.0
3981,121921,HARYANA,1991,35 JHAJJAR,9 MOOL CHAND,M,,,IND,149.0
3982,121922,HARYANA,1991,35 JHAJJAR,10 PREM SINGH,M,,,IND,93.0
3983,121923,HARYANA,1991,35 JHAJJAR,11 BHUP SINGH,M,,,IND,85.0
3984,121924,HARYANA,1991,35 JHAJJAR,12 HUKAM CHAND,M,,,IND,63.0
3985,121925,HARYANA,1991,35 JHAJJAR,13 JASWANT SINGH,M,,,IND,61.0
3986,121926,HARYANA,1991,35 JHAJJAR,14 OM PARKASH S/O SHEO CHAND,M,,,IND,47.0
3987,121927,HARYANA,1991,35 JHAJJAR,15 HOSHIAR SINGH,M,,,IND,39.0
3988,121928,HARYANA,1991,36 BADLI,1 DHIRPAL SINGH,M,,,JP,29284.0
3989,121929,HARYANA,1991,36 BADLI,2 MANPHOOL SINGH,M,,,HVP,16908.0
3990,121930,HARYANA,1991,36 BADLI,3 HARDWARI LAL,M,,,INC,6642.0
3991,121931,HARYANA,1991,36 BADLI,4 UDEY SINGH,M,,,IND,2574.0
3992,121932,HARYANA,1991,36 BADLI,5 JASWANT SINGH,M,,,BJP,412.0
3993,121933,HARYANA,1991,36 BADLI,6 DHARMENDER,M,,,IND,216.0
3994,121934,HARYANA,1991,36 BADLI,7 CHANDER PAL,M,,,DDP,182.0
3995,121935,HARYANA,1991,36 BADLI,8 RAM MEHAR,M,,,BSP,141.0
3996,121936,HARYANA,1991,36 BADLI,9 RAGHBIR SINGH,M,,,IND,130.0
3997,121937,HARYANA,1991,36 BADLI,10 BHAJAN LAL,M,,,IND,122.0
3998,121938,HARYANA,1991,36 BADLI,11 RANBIR,M,,,IND,120.0
3999,121939,HARYANA,1991,36 BADLI,12 KARAMBIR SINGH,M,,,IND,55.0
4000,121940,HARYANA,1991,36 BADLI,13 BIJENDER,M,,,IND,50.0
4001,121941,HARYANA,1991,37 BAHADURGARH,1 SURAJ MAL,M,,,INC,20956.0
4002,121942,HARYANA,1991,37 BAHADURGARH,2 KAPTAN CHAIT RAM,M,,,JP,17583.0
4003,121943,HARYANA,1991,37 BAHADURGARH,3 MEHAR SINGH RATHI,M,,,HVP,8877.0
4004,121944,HARYANA,1991,37 BAHADURGARH,4 HARIKISHAN CHILLER S/O SARDER SINGH,M,,,IND,8841.0
4005,121945,HARYANA,1991,37 BAHADURGARH,5 HARKISHAN S/O JAGAT RAM,M,,,IND,5999.0
4006,121946,HARYANA,1991,37 BAHADURGARH,6 SAT PRAKASH,M,,,BJP,2743.0
4007,121947,HARYANA,1991,37 BAHADURGARH,7 RAJENDER,M,,,IND,949.0
4008,121948,HARYANA,1991,37 BAHADURGARH,8 MAHABIR SINGH,M,,,IND,758.0
4009,121949,HARYANA,1991,37 BAHADURGARH,9 BHALE RAM,M,,,IND,161.0
4010,121950,HARYANA,1991,37 BAHADURGARH,10 CHARAN SINGH S/O LO RAM,M,,,IND,135.0
4011,121951,HARYANA,1991,37 BAHADURGARH,11 BALJIT S/O CHANDER SINGH,M,,,IND,128.0
4012,121952,HARYANA,1991,37 BAHADURGARH,11 BALJIT S/O CHANDER SINGH,M,,,IND,128.0
4013,121953,HARYANA,1991,37 BAHADURGARH,12 RAJ KUMAR,M,,,IND,125.0
4014,121954,HARYANA,1991,37 BAHADURGARH,13 BALJIT SINGH S/O CHANDER SINGH,M,,,IND,113.0
4015,121955,HARYANA,1991,37 BAHADURGARH,14 CHARAN SINGH S/O TEJ SINGH,M,,,IND,107.0
4016,121956,HARYANA,1991,37 BAHADURGARH,15 VIJAY SINGH,M,,,IND,98.0
4017,121957,HARYANA,1991,37 BAHADURGARH,16 SURENDER KUMAR SAHARMA,M,,,IND,88.0
4018,121958,HARYANA,1991,37 BAHADURGARH,17 ROHTAS,M,,,IND,49.0
4019,121959,HARYANA,1991,37 BAHADURGARH,18 HAWA SINGH,M,,,IND,43.0
4020,121960,HARYANA,1991,37 BAHADURGARH,19 RAMESHWAR,M,,,IND,36.0
4021,121961,HARYANA,1991,37 BAHADURGARH,20 SHIV KUMAR,M,,,IND,30.0
4022,121962,HARYANA,1991,38 BARODA,1 RAMESH KUMAR,M,,,JP,31133.0
4023,121963,HARYANA,1991,38 BARODA,2 RAM DHARI,M,,,INC,20297.0
4024,121964,HARYANA,1991,38 BARODA,3 CHARAN SINGH,M,,,JD,4574.0
4025,121965,HARYANA,1991,38 BARODA,4 IQBAL SINGH,M,,,BJP,928.0
4026,121966,HARYANA,1991,38 BARODA,5 AZAD,M,,,IND,606.0
4027,121967,HARYANA,1991,38 BARODA,6 RAM KISHAN,M,,,IND,383.0
4028,121968,HARYANA,1991,38 BARODA,7 OM PARKASH,M,,,IND,321.0
4029,121969,HARYANA,1991,38 BARODA,8 NAFE SINGH,M,,,IND,133.0
4030,121970,HARYANA,1991,38 BARODA,9 LAXMI CHAND,M,,,IND,73.0
4031,121971,HARYANA,1991,39 GOHANA,1 KITAB SINGH,M,,,IND,27057.0
4032,121972,HARYANA,1991,39 GOHANA,2 RAM DHARI,M,,,INC,18349.0
4033,121973,HARYANA,1991,39 GOHANA,3 KISHAN SINGH,M,,,JP,15185.0
4034,121974,HARYANA,1991,39 GOHANA,4 RATI RAM,M,,,HVP,5989.0
4035,121975,HARYANA,1991,39 GOHANA,5 BALBIR SINGH,M,,,BJP,2040.0
4036,121976,HARYANA,1991,39 GOHANA,6 KALI RAM,M,,,IND,671.0
4037,121977,HARYANA,1991,39 GOHANA,7 GURDIYAL,M,,,IND,314.0
4038,121978,HARYANA,1991,39 GOHANA,8 VED PARKASH,M,,,IND,270.0
4039,123181,HARYANA,1996,1 KALKA,1 CHANDER MOHAN,M,,,INC,54929.0
4040,123182,HARYANA,1996,1 KALKA,2 SHAM LAL,M,,,BJP,34300.0
4041,123183,HARYANA,1996,1 KALKA,3 PARDEEP KUMAR,M,,,SAP,33714.0
4042,123184,HARYANA,1996,1 KALKA,4 KAUR SINGH,M,,,BSP,4901.0
4043,123185,HARYANA,1996,1 KALKA,5 RAJINDER SINGH,M,,,ARS,1739.0
4044,123186,HARYANA,1996,1 KALKA,6 KURRIA,M,,,IND,1339.0
4045,123187,HARYANA,1996,1 KALKA,7 BHARAT RAJ SINGH,M,,,JD,629.0
4046,123188,HARYANA,1996,1 KALKA,8 DARA CHAND,M,,,IND,533.0
4047,123189,HARYANA,1996,1 KALKA,9 MOHAN LAL,M,,,JP,375.0
4048,123190,HARYANA,1996,1 KALKA,10 SHIV KUMAR,M,,,IND,341.0
4049,123191,HARYANA,1996,1 KALKA,11 RAM KUMAR,M,,,IND,315.0
4050,123192,HARYANA,1996,1 KALKA,12 NARINDER NATH,M,,,IND,217.0
4051,123193,HARYANA,1996,1 KALKA,13 RAI SINGH,M,,,IND,177.0
4052,123194,HARYANA,1996,1 KALKA,14 RULDU,M,,,IND,166.0
4053,123195,HARYANA,1996,1 KALKA,15 RAM GOPAL,M,,,IND,139.0
4054,123196,HARYANA,1996,1 KALKA,16 SATYA NARAIN,M,,,IND,108.0
4055,123197,HARYANA,1996,1 KALKA,17 SITA DEVI,F,,,IND,102.0
4056,123198,HARYANA,1996,1 KALKA,18 ISHWAR SINGH,M,,,IND,62.0
4057,123199,HARYANA,1996,2 NARAINGARH,1 RAJ KUMAR,M,,,HVP,22309.0
4058,123200,HARYANA,1996,2 NARAINGARH,2 MAN SINGH S/O PIRTHI CHAND,M,,,BSP,14262.0
4059,123201,HARYANA,1996,2 NARAINGARH,3 RAM SINGH,M,,,SAP,14015.0
4060,123202,HARYANA,1996,2 NARAINGARH,4 OM PARKASH,M,,,INC,11059.0
4061,123203,HARYANA,1996,2 NARAINGARH,5 SUBHASH CHAND,M,,,IND,4772.0
4062,123204,HARYANA,1996,2 NARAINGARH,6 RAM KISHAN,M,,,IND,4527.0
4063,123205,HARYANA,1996,2 NARAINGARH,7 ASHOK KUMAR,M,,,AIIC(T),2453.0
4064,123206,HARYANA,1996,2 NARAINGARH,8 NARENDER NATH,M,,,IND,1671.0
4065,123207,HARYANA,1996,2 NARAINGARH,9 SHARDA RANI,F,,,IND,1000.0
4066,123208,HARYANA,1996,2 NARAINGARH,10 JAGPAL SINGH CHAUDHARI,M,,,IND,966.0
4067,123209,HARYANA,1996,2 NARAINGARH,11 SURJIT KUMAR,M,,,IND,593.0
4068,123210,HARYANA,1996,2 NARAINGARH,12 DINA NATH TANWAR,M,,,IND,591.0
4069,123211,HARYANA,1996,2 NARAINGARH,13 MANPHOOL CHAND,M,,,IND,458.0
4070,123212,HARYANA,1996,2 NARAINGARH,14 BHAGMAL,M,,,JD,437.0
4071,123213,HARYANA,1996,2 NARAINGARH,15 MAN SINGH S/O BHARAT SINGH,M,,,IND,376.0
4072,123214,HARYANA,1996,2 NARAINGARH,16 LAL CHAND,M,,,IND,320.0
4073,123215,HARYANA,1996,2 NARAINGARH,17 JAGDISH @ BHAI JAGDIP CHAUDHARI,M,,,JP,304.0
4074,123216,HARYANA,1996,2 NARAINGARH,18 JAGDISH CHAND,M,,,IND,282.0
4075,123217,HARYANA,1996,2 NARAINGARH,19 RAJ SINGH CHAUHAN,M,,,IND,253.0
4076,123218,HARYANA,1996,2 NARAINGARH,20 RAM KUMAR SHARMA,M,,,IND,246.0
4077,123219,HARYANA,1996,2 NARAINGARH,21 RAJINDER PARKASH SHARMA,M,,,IND,155.0
4078,123220,HARYANA,1996,2 NARAINGARH,22 KARMA,M,,,IND,150.0
4079,123221,HARYANA,1996,2 NARAINGARH,23 HANS RAJ,M,,,IND,148.0
4080,123222,HARYANA,1996,2 NARAINGARH,24 DASAUNDHI KHAN,M,,,IND,97.0
4081,123223,HARYANA,1996,2 NARAINGARH,25 AJMER SINGH,M,,,IND,88.0
4082,123224,HARYANA,1996,2 NARAINGARH,26 LAJJA RAM,M,,,IND,87.0
4083,123225,HARYANA,1996,2 NARAINGARH,27 R.K. MOHAN,M,,,IND,82.0
4084,123226,HARYANA,1996,2 NARAINGARH,28 ROOP CHAND,M,,,IND,79.0
4085,123227,HARYANA,1996,2 NARAINGARH,28 SHIV PAL SINGH,M,,,IND,79.0
4086,123228,HARYANA,1996,2 NARAINGARH,30 TARSEM,M,,,IND,58.0
4087,123229,HARYANA,1996,3 SADHAURA,1 RAMJI LAL,M,,,SAP,26142.0
4088,123230,HARYANA,1996,3 SADHAURA,2 DEEP CHAND,M,,,IND,24075.0
4089,123231,HARYANA,1996,3 SADHAURA,3 SAHI RAM,M,,,BSP,20469.0
4090,123232,HARYANA,1996,3 SADHAURA,4 LEHRI SINGH,M,,,INC,8674.0
4091,123233,HARYANA,1996,3 SADHAURA,5 DAYAL SINGH,M,,,BJP,5874.0
4092,123234,HARYANA,1996,3 SADHAURA,6 RANJEET SINGH,M,,,CPI,2604.0
4093,123235,HARYANA,1996,3 SADHAURA,7 AMAR SINGH,M,,,AIIC(T),906.0
4094,123236,HARYANA,1996,3 SADHAURA,8 PARKASH KAUR,F,,,IND,681.0
4095,123237,HARYANA,1996,3 SADHAURA,9 KRISHAN CHAND,M,,,IND,621.0
4096,123238,HARYANA,1996,3 SADHAURA,10 RAJ KUMAR,M,,,IND,478.0
4097,123239,HARYANA,1996,3 SADHAURA,11 JAI CHAND,M,,,IND,427.0
4098,123240,HARYANA,1996,3 SADHAURA,12 GANGA RAM,M,,,IND,370.0
4099,123241,HARYANA,1996,3 SADHAURA,13 BABU RAM,M,,,IND,238.0
4100,123242,HARYANA,1996,3 SADHAURA,14 ANGREJO,F,,,IND,227.0
4101,123243,HARYANA,1996,3 SADHAURA,15 RAM SINGH,M,,,IND,124.0
4102,123244,HARYANA,1996,3 SADHAURA,16 SUSHIL KUMAR,M,,,IND,105.0
4103,123245,HARYANA,1996,4 CHHACHHRAULI,1 AKRAM KHAN,M,,,IND,22302.0
4104,123246,HARYANA,1996,4 CHHACHHRAULI,2 AMAN KUMAR,M,,,BSP,21925.0
4105,123247,HARYANA,1996,4 CHHACHHRAULI,3 KANWAR PAL,M,,,BJP,21782.0
4106,123248,HARYANA,1996,4 CHHACHHRAULI,4 MAHI PAL SINGH,M,,,SAP,12839.0
4107,123249,HARYANA,1996,4 CHHACHHRAULI,5 VRISH BHAN,M,,,INC,6401.0
4108,123250,HARYANA,1996,4 CHHACHHRAULI,6 RAMESH CHAND,M,,,AIIC(T),1148.0
4109,123251,HARYANA,1996,4 CHHACHHRAULI,7 CHANDA RAM,M,,,IND,289.0
4110,123252,HARYANA,1996,4 CHHACHHRAULI,8 PIRU RAM,M,,,IND,284.0
4111,123253,HARYANA,1996,4 CHHACHHRAULI,9 SHAHID HASSAN,M,,,IND,269.0
4112,123254,HARYANA,1996,4 CHHACHHRAULI,10 NARESH KUMAR,M,,,IND,267.0
4113,123255,HARYANA,1996,4 CHHACHHRAULI,11 SOHAN LAL,M,,,IND,238.0
4114,123256,HARYANA,1996,4 CHHACHHRAULI,12 OM PARKASH,M,,,IND,188.0
4115,123257,HARYANA,1996,4 CHHACHHRAULI,13 NATHI RAM,M,,,IND,182.0
4116,123258,HARYANA,1996,4 CHHACHHRAULI,13 BARKHA RAM,M,,,JD,182.0
4117,123259,HARYANA,1996,4 CHHACHHRAULI,15 DHARAMBIR,M,,,IND,156.0
4118,123260,HARYANA,1996,4 CHHACHHRAULI,16 GURMUKH SINGH,M,,,IND,105.0
4119,123261,HARYANA,1996,4 CHHACHHRAULI,17 SUMER CHAND YATRI,M,,,IND,61.0
4120,123262,HARYANA,1996,4 CHHACHHRAULI,18 MAHINDER KUMAR,M,,,IND,43.0
4121,123263,HARYANA,1996,5 YAMUNANAGAR,1 KAMLA VERMA,F,,,BJP,35825.0
4122,123264,HARYANA,1996,5 YAMUNANAGAR,2 MALIK CHAND,M,,,IND,18369.0
4123,123265,HARYANA,1996,5 YAMUNANAGAR,3 RAJESH SHARMA,M,,,INC,13842.0
4124,123266,HARYANA,1996,5 YAMUNANAGAR,4 SHAMSHER SINGH,M,,,BSP,11361.0
4125,123267,HARYANA,1996,5 YAMUNANAGAR,5 RAJ KUMAR TYAGI,M,,,AIIC(T),8301.0
4126,123268,HARYANA,1996,5 YAMUNANAGAR,6 KAMLA DUTTA,F,,,SAP,7208.0
4127,123269,HARYANA,1996,5 YAMUNANAGAR,7 RAM KISHAN SHARMA,M,,,JD,841.0
4128,123270,HARYANA,1996,5 YAMUNANAGAR,8 NARESH KUMAR,M,,,IND,634.0
4129,123271,HARYANA,1996,5 YAMUNANAGAR,9 DEV RAJ,M,,,IND,619.0
4130,123272,HARYANA,1996,5 YAMUNANAGAR,10 RAM KIKKAR DASS,M,,,IND,599.0
4131,123273,HARYANA,1996,5 YAMUNANAGAR,11 MAGHRU PARSHAD,M,,,IND,532.0
4132,123274,HARYANA,1996,5 YAMUNANAGAR,12 VIJAY PAL SINGH,M,,,IND,406.0
4133,123275,HARYANA,1996,5 YAMUNANAGAR,13 PARKASH KAUR,F,,,IND,375.0
4134,123276,HARYANA,1996,5 YAMUNANAGAR,14 NARSINGH BIDHLAN,M,,,IND,263.0
4135,123277,HARYANA,1996,5 YAMUNANAGAR,15 JASMER SINGH ROHILLA,M,,,IND,228.0
4136,123278,HARYANA,1996,5 YAMUNANAGAR,16 HARPAL SINGH,M,,,IND,227.0
4137,123279,HARYANA,1996,5 YAMUNANAGAR,17 SURAJ BHAN,M,,,IND,171.0
4138,123280,HARYANA,1996,5 YAMUNANAGAR,18 MAM CHAND,M,,,IND,146.0
4139,123281,HARYANA,1996,5 YAMUNANAGAR,19 RAMAN KUMAR,M,,,IND,133.0
4140,123282,HARYANA,1996,5 YAMUNANAGAR,20 OM PARKASH,M,,,IND,106.0
4141,123283,HARYANA,1996,5 YAMUNANAGAR,20 BALWINDER PAL SINGH,M,,,IND,106.0
4142,123284,HARYANA,1996,5 YAMUNANAGAR,22 SUBASH,M,,,IND,96.0
4143,123285,HARYANA,1996,5 YAMUNANAGAR,23 RAMDHARI,M,,,IND,93.0
4144,123286,HARYANA,1996,5 YAMUNANAGAR,24 BIRENDER,M,,,IND,90.0
4145,123287,HARYANA,1996,5 YAMUNANAGAR,24 MOHAN LAL,M,,,IND,90.0
4146,123288,HARYANA,1996,5 YAMUNANAGAR,26 YASH PAL,M,,,IND,82.0
4147,123289,HARYANA,1996,5 YAMUNANAGAR,27 SITA DEVI,F,,,IND,59.0
4148,123290,HARYANA,1996,5 YAMUNANAGAR,28 RAM PARKASH,M,,,IND,54.0
4149,123291,HARYANA,1996,5 YAMUNANAGAR,29 PRITAM SINGH,M,,,IND,37.0
4150,123292,HARYANA,1996,5 YAMUNANAGAR,30 HARVEL SINGH,M,,,IND,35.0
4151,123293,HARYANA,1996,6 JAGADHRI,1 SUBHASH CHAND,M,,,HVP,26709.0
4152,123294,HARYANA,1996,6 JAGADHRI,2 BISHAN LAL SAINI,M,,,BSP,20074.0
4153,123295,HARYANA,1996,6 JAGADHRI,3 OM PARKASH SHARMA,M,,,INC,14434.0
4154,123296,HARYANA,1996,6 JAGADHRI,4 RAJ KUMAR SAINI,M,,,SAP,13890.0
4155,123297,HARYANA,1996,6 JAGADHRI,5 BAL KRISHAN GOEL,M,,,IND,7570.0
4156,123298,HARYANA,1996,6 JAGADHRI,6 DEVINDER,M,,,AIIC(T),2040.0
4157,123299,HARYANA,1996,6 JAGADHRI,7 RAJEEV KUMAR GUPTA,M,,,IND,1583.0
4158,123300,HARYANA,1996,6 JAGADHRI,8 OMBIR SINGH,M,,,IND,1513.0
4159,123301,HARYANA,1996,6 JAGADHRI,9 PARDEEP KUMAR,M,,,IND,618.0
4160,123302,HARYANA,1996,6 JAGADHRI,10 NASIB SINGH,M,,,IND,611.0
4161,123303,HARYANA,1996,6 JAGADHRI,11 RAMESH CHAND,M,,,IND,500.0
4162,123304,HARYANA,1996,6 JAGADHRI,12 KASHMIRI LAL MALHOTRA,M,,,IND,307.0
4163,123305,HARYANA,1996,6 JAGADHRI,12 CHHATAR PAL SHARMA,M,,,IND,307.0
4164,123306,HARYANA,1996,6 JAGADHRI,14 DEVI CHAND,M,,,IND,293.0
4165,123307,HARYANA,1996,6 JAGADHRI,15 HARBANSLAL SAINI,M,,,IND,127.0
4166,123308,HARYANA,1996,6 JAGADHRI,16 BRIJ MOHAN GUPTA,M,,,IND,125.0
4167,123309,HARYANA,1996,6 JAGADHRI,17 HARI CHAND,M,,,IND,90.0
4168,123310,HARYANA,1996,6 JAGADHRI,18 LACHHMAN,M,,,IND,80.0
4169,123311,HARYANA,1996,7 MULANA,1 RISHAL SINGH,M,,,SAP,22592.0
4170,123312,HARYANA,1996,7 MULANA,2 PHOOL CHAND,M,,,INC,20930.0
4171,123313,HARYANA,1996,7 MULANA,3 MANGE RAM,M,,,BJP,19865.0
4172,123314,HARYANA,1996,7 MULANA,4 ASHOK KUMAR S/O RAM NATH,M,,,BSP,17691.0
4173,123315,HARYANA,1996,7 MULANA,5 JITENDER KUMAR,M,,,IND,1585.0
4174,123316,HARYANA,1996,7 MULANA,6 SATPAL,M,,,AIIC(T),787.0
4175,123317,HARYANA,1996,7 MULANA,7 GURDEV SINGH,M,,,BSP(A),679.0
4176,123318,HARYANA,1996,7 MULANA,8 JASPAL,M,,,ICS,475.0
4177,123319,HARYANA,1996,7 MULANA,9 KRISHAN CHAND,M,,,IND,435.0
4178,123320,HARYANA,1996,7 MULANA,10 SAMPURAN SINGH,M,,,IND,127.0
4179,123321,HARYANA,1996,7 MULANA,11 ASHOK KUMAR S/O BASU RAM,M,,,IND,123.0
